State full,County,City
Västmanlands län,Kungsör,Valskog
Västmanlands län,Hallstahammar,Hallstahammar
Västmanlands län,Hallstahammar,Kolbäck
Västmanlands län,Hallstahammar,Näs
Västmanlands län,Hallstahammar,Strömsholm
Västmanlands län,Hallstahammar,Sörstafors
Västmanlands län,Norberg,Norberg
Västmanlands län,Västerås,Barkarö
Västmanlands län,Västerås,Dingtuna
Västmanlands län,Västerås,Enhagen-Ekbacken
Västmanlands län,Västerås,Harkie
Västmanlands län,Västerås,Hustahöjden
Västmanlands län,Västerås,Irsta
Västmanlands län,Västerås,Kvicksund
Västmanlands län,Västerås,Lycksta
Västmanlands län,Västerås,Malmen
Västmanlands län,Västerås,Munga
Västmanlands län,Västerås,Skultuna
Västmanlands län,Västerås,Tidö-Lindö
Västmanlands län,Västerås,Tillberga
Västmanlands län,Västerås,Tortuna
Västmanlands län,Västerås,Västerås
Västmanlands län,Västerås,Örtagården
Västmanlands län,Sala,Möklinta
Västmanlands län,Sala,Ransta
Västmanlands län,Sala,Sala
Västmanlands län,Sala,Salbohed
Västmanlands län,Sala,Sätra brunn
Västmanlands län,Sala,Västerfärnebo
Västmanlands län,Fagersta,Fagersta
Västmanlands län,Fagersta,Hedkärra
Västmanlands län,Köping,Kolsva
Västmanlands län,Köping,Köping
Västmanlands län,Köping,Munktorp
Västmanlands län,Arboga,Arboga
Västmanlands län,Arboga,Götlunda
Västmanlands län,Arboga,Medåker
Dalarnas län,Vansbro,Grönalid
Dalarnas län,Vansbro,Järna
Dalarnas län,Vansbro,Skålö
Dalarnas län,Vansbro,Vansbro
Dalarnas län,Vansbro,Äppelbo
Dalarnas län,Malung-Sälen,Lima
Dalarnas län,Malung-Sälen,Limedsforsen
Dalarnas län,Malung-Sälen,Malung
Dalarnas län,Malung-Sälen,Malungsfors
Dalarnas län,Malung-Sälen,Sälen
Dalarnas län,Malung-Sälen,Transtrand
Dalarnas län,Gagnef,Björbo
Dalarnas län,Gagnef,Bäsna
Dalarnas län,Gagnef,Djurås
Dalarnas län,Gagnef,Floda / Dala-Floda
Dalarnas län,Gagnef,Gagnef
Dalarnas län,Gagnef,Mockfjärd
Dalarnas län,Gagnef,Sifferbo
Dalarnas län,Leksand,Alvik
Dalarnas län,Leksand,Djura
Dalarnas län,Leksand,Häradsbygden
Dalarnas län,Leksand,Insjön
Dalarnas län,Leksand,Leksand
Dalarnas län,Leksand,Siljansnäs
Dalarnas län,Leksand,Tällberg
Dalarnas län,Leksand,Västanvik
Dalarnas län,Rättvik,Boda
Dalarnas län,Rättvik,Furudal
Dalarnas län,Rättvik,Gulleråsen
Dalarnas län,Rättvik,Nedre Gärdsjö
Dalarnas län,Rättvik,Rättvik
Dalarnas län,Rättvik,Vikarbyn
Dalarnas län,Orsa,Orsa
Dalarnas län,Orsa,Skattungbyn
Dalarnas län,Älvdalen,Brunnsberg
Dalarnas län,Älvdalen,Evertsberg
Dalarnas län,Älvdalen,Idre
Dalarnas län,Älvdalen,Rot
Dalarnas län,Älvdalen,Särna
Dalarnas län,Älvdalen,Västermyckeläng
Dalarnas län,Älvdalen,Åsen
Dalarnas län,Älvdalen,Älvdalen
Dalarnas län,Smedjebacken,Hagge
Dalarnas län,Smedjebacken,Smedjebacken
Dalarnas län,Smedjebacken,Söderbärke
Dalarnas län,Smedjebacken,Vad
Dalarnas län,Mora,Bonäs
Dalarnas län,Mora,Gesunda
Dalarnas län,Mora,Mora
Dalarnas län,Mora,Nusnäs
Dalarnas län,Mora,Selja
Dalarnas län,Mora,Sollerön
Dalarnas län,Mora,Venjan
Dalarnas län,Mora,Vinäs
Dalarnas län,Mora,Våmhus
Dalarnas län,Falun,Aspeboda
Dalarnas län,Falun,Bengtsheden
Dalarnas län,Falun,Bjursås
Dalarnas län,Falun,Danholn
Dalarnas län,Falun,Enviken
Dalarnas län,Falun,Falun
Dalarnas län,Falun,Grycksbo
Dalarnas län,Falun,Linghed
Dalarnas län,Falun,Stennäset
Dalarnas län,Falun,Sundborn
Dalarnas län,Falun,Svärdsjö
Dalarnas län,Falun,Sågmyra
Dalarnas län,Falun,Toftbyn
Dalarnas län,Falun,Vika
Dalarnas län,Falun,Övertänger
Dalarnas län,Borlänge,Borlänge
Dalarnas län,Borlänge,Halvarsgårdarna
Dalarnas län,Borlänge,Idkerberget
Dalarnas län,Borlänge,Norr Amsberg
Dalarnas län,Borlänge,Ornäs
Dalarnas län,Borlänge,Repbäcken
Dalarnas län,Borlänge,Romme
Dalarnas län,Borlänge,Torsång
Dalarnas län,Säter,Naglarby
Dalarnas län,Säter,Skedvi kyrkby
Dalarnas län,Säter,Solvarbo
Dalarnas län,Säter,Säter
Dalarnas län,Hedemora,Garpenberg
Dalarnas län,Hedemora,Hedemora
Dalarnas län,Hedemora,Långshyttan
Dalarnas län,Hedemora,Vikmanshyttan
Dalarnas län,Hedemora,Västerby
Dalarnas län,Avesta,Folkärna
Dalarnas län,Avesta,Fors
Dalarnas län,Avesta,Horndal
Dalarnas län,Avesta,Nordanö
Dalarnas län,Ludvika,Blötberget
Dalarnas län,Ludvika,Fredriksberg västra
Dalarnas län,Ludvika,Fredriksberg östra
Dalarnas län,Ludvika,Gonäs
Dalarnas län,Ludvika,Grängesberg
Dalarnas län,Ludvika,Grängesberg västra
Dalarnas län,Ludvika,Håksberg
Dalarnas län,Ludvika,Ludvika
Dalarnas län,Ludvika,Nyhammar
Dalarnas län,Ludvika,Saxdalen
Dalarnas län,Ludvika,Sunnansjö
Dalarnas län,Ludvika,Sörvik
Gävleborgs län,Ockelbo,Lingbo
Gävleborgs län,Ockelbo,Ockelbo
Gävleborgs län,Ockelbo,Åmot
Gävleborgs län,Hofors,Hofors
Gävleborgs län,Hofors,Robertsholm
Gävleborgs län,Hofors,Torsåker
Gävleborgs län,Ovanåker,Alfta
Gävleborgs län,Ovanåker,Edsbyn
Gävleborgs län,Ovanåker,Roteberg
Gävleborgs län,Ovanåker,Runemo
Gävleborgs län,Ovanåker,Viksjöfors
Gävleborgs län,Nordanstig,Bergsjö
Gävleborgs län,Nordanstig,Gnarp
Gävleborgs län,Nordanstig,Harmånger
Gävleborgs län,Nordanstig,Hassela
Gävleborgs län,Nordanstig,Ilsbo
Gävleborgs län,Nordanstig,Jättendal
Gävleborgs län,Nordanstig,Stocka
Gävleborgs län,Nordanstig,Strömsbruk
Gävleborgs län,Ljusdal,Färila
Gävleborgs län,Ljusdal,Hybo
Gävleborgs län,Ljusdal,Järvsö
Gävleborgs län,Ljusdal,Lillhaga
Gävleborgs län,Ljusdal,Ljusdal
Gävleborgs län,Ljusdal,Los
Gävleborgs län,Ljusdal,Tallåsen
Gävleborgs län,Gävle,Berg
Gävleborgs län,Gävle,Bergby
Gävleborgs län,Gävle,Björke
Gävleborgs län,Gävle,Bönan
Gävleborgs län,Gävle,Forsbacka
Gävleborgs län,Gävle,Gävle
Gävleborgs län,Gävle,Hedesunda
Gävleborgs län,Gävle,Lund
Gävleborgs län,Gävle,Norrsundet
Gävleborgs län,Gävle,Sälgsjön
Gävleborgs län,Gävle,Trödje
Gävleborgs län,Gävle,Valbo
Gävleborgs län,Gävle,Åbyggeby
Gävleborgs län,Gävle,Överhärde
Gävleborgs län,Sandviken,Hammarby
Gävleborgs län,Sandviken,Jäderfors
Gävleborgs län,Sandviken,Järbo
Gävleborgs län,Sandviken,Kungsgården
Gävleborgs län,Sandviken,Sandviken
Gävleborgs län,Sandviken,Storvik
Gävleborgs län,Sandviken,Västerberg
Gävleborgs län,Sandviken,Årsunda
Gävleborgs län,Sandviken,Åshammar
Gävleborgs län,Sandviken,Östanå
Gävleborgs län,Sandviken,Österfärnebo
Gävleborgs län,Söderhamn,Bergvik
Gävleborgs län,Söderhamn,Ljusne
Gävleborgs län,Söderhamn,Marmaskogen
Gävleborgs län,Söderhamn,Marmaverken
Gävleborgs län,Söderhamn,Mohed
Gävleborgs län,Söderhamn,Sandarne
Gävleborgs län,Söderhamn,Söderhamn
Gävleborgs län,Söderhamn,Vallvik
Gävleborgs län,Söderhamn,Vannsätter
Gävleborgs län,Bollnäs,Arbrå
Gävleborgs län,Bollnäs,Bollnäs
Gävleborgs län,Bollnäs,Freluga
Gävleborgs län,Bollnäs,Kilafors
Gävleborgs län,Bollnäs,Lottefors
Gävleborgs län,Bollnäs,Rengsjö
Gävleborgs län,Bollnäs,Segersta
Gävleborgs län,Bollnäs,Sibo
Gävleborgs län,Bollnäs,Vallsta
Gävleborgs län,Hudiksvall,Delsbo
Gävleborgs län,Hudiksvall,Enånger
Gävleborgs län,Hudiksvall,Fredriksfors
Gävleborgs län,Hudiksvall,Friggesund
Gävleborgs län,Hudiksvall,Hudiksvall
Gävleborgs län,Hudiksvall,Iggesund
Gävleborgs län,Hudiksvall,Njutånger
Gävleborgs län,Hudiksvall,Näsbyn
Gävleborgs län,Hudiksvall,Näsviken
Gävleborgs län,Hudiksvall,Sörforsa
Västernorrlands län,Ånge,Alby
Västernorrlands län,Ånge,Torpshammar
Västernorrlands län,Ånge,Ånge
Västernorrlands län,Timrå,Bergeforsen
Västernorrlands län,Timrå,Laggarberg
Västernorrlands län,Timrå,Stavreviken
Västernorrlands län,Timrå,Söråker
Västernorrlands län,Timrå,Timrå
Västernorrlands län,Härnösand,Härnösand
Västernorrlands län,Härnösand,Ramvik
Västernorrlands län,Härnösand,Älandsbro
Västernorrlands län,Sundsvall,Ankarsvik
Västernorrlands län,Sundsvall,Hovid
Västernorrlands län,Sundsvall,Indal
Västernorrlands län,Sundsvall,Kovland
Västernorrlands län,Sundsvall,Kvissleby
Västernorrlands län,Sundsvall,Liden
Västernorrlands län,Sundsvall,Lucksta
Västernorrlands län,Sundsvall,Matfors
Västernorrlands län,Sundsvall,Nedansjö
Västernorrlands län,Sundsvall,Njurundabommen
Västernorrlands län,Sundsvall,Selånger
Västernorrlands län,Sundsvall,Stockvik
Västernorrlands län,Sundsvall,Sundsvall
Västernorrlands län,Sundsvall,Svartvik
Västernorrlands län,Sundsvall,Vattjom
Västernorrlands län,Sundsvall,Vi
Västernorrlands län,Kramfors,Bollstabruk
Västernorrlands län,Kramfors,Docksta
Västernorrlands län,Kramfors,Herrskog
Västernorrlands län,Kramfors,Klockestrand
Västernorrlands län,Kramfors,Kramfors
Västernorrlands län,Kramfors,Lugnvik
Västernorrlands län,Kramfors,Lunde
Västernorrlands län,Kramfors,Mjällom
Västernorrlands län,Kramfors,Nordingrå
Västernorrlands län,Kramfors,Nyland
Västernorrlands län,Kramfors,Sandslån
Västernorrlands län,Kramfors,Ullånger
Västernorrlands län,Sollefteå,Junsele
Västernorrlands län,Sollefteå,Långsele
Västernorrlands län,Sollefteå,Näsåker
Västernorrlands län,Sollefteå,Ramsele
Västernorrlands län,Sollefteå,Sollefteå
Västernorrlands län,Örnsköldsvik,Billsta
Västernorrlands län,Örnsköldsvik,Bjästa
Västernorrlands län,Örnsköldsvik,Björna
Västernorrlands län,Örnsköldsvik,Bredbyn
Västernorrlands län,Örnsköldsvik,Gideå
Västernorrlands län,Örnsköldsvik,Husum
Västernorrlands län,Örnsköldsvik,Köpmanholmen
Västernorrlands län,Örnsköldsvik,Långviksmon
Västernorrlands län,Örnsköldsvik,Mellansel
Västernorrlands län,Örnsköldsvik,Moliden
Västernorrlands län,Örnsköldsvik,Sidensjö
Västernorrlands län,Örnsköldsvik,Åmynnet
Västernorrlands län,Örnsköldsvik,Örnsköldsvik
Jämtlands län,Ragunda,Hammarstrand
Jämtlands län,Ragunda,Stugun
Jämtlands län,Ragunda,Västra Bispgården
Jämtlands län,Ragunda,Östra Bispgården
Jämtlands län,Bräcke,Bräcke
Jämtlands län,Bräcke,Gällö
Jämtlands län,Bräcke,Kälarne
Jämtlands län,Bräcke,Pilgrimstad
Jämtlands län,Krokom,Aspås
Jämtlands län,Krokom,Dvärsätt
Jämtlands län,Krokom,Föllinge
Jämtlands län,Krokom,Hissmofors
Jämtlands län,Krokom,Krokom
Jämtlands län,Krokom,Nälden
Jämtlands län,Krokom,Trångsviken
Jämtlands län,Krokom,Vaplan
Jämtlands län,Krokom,Ås
Jämtlands län,Krokom,Åssjöns norra strand
Jämtlands län,Krokom,Änge
Jämtlands län,Strömsund,Backe
Jämtlands län,Strömsund,Gäddede
Jämtlands län,Strömsund,Hammerdal
Jämtlands län,Strömsund,Hoting
Jämtlands län,Strömsund,Näsviken
Jämtlands län,Strömsund,Rossön
Jämtlands län,Strömsund,Strömsund
Jämtlands län,Åre,Björnänge
Jämtlands län,Åre,Hallen
Jämtlands län,Åre,Järpen
Jämtlands län,Åre,Mörsil
Jämtlands län,Åre,Undersåker
Jämtlands län,Åre,Åre
Jämtlands län,Berg,Hackås
Jämtlands län,Berg,Hoverberg
Jämtlands län,Berg,Klövsjö
Jämtlands län,Berg,Myrviken
Jämtlands län,Berg,Rätan
Jämtlands län,Berg,Svenstavik
Jämtlands län,Berg,Åsarna
Jämtlands län,Härjedalen,Bruksvallarna
Jämtlands län,Härjedalen,Funäsdalen
Jämtlands län,Härjedalen,Hede
Jämtlands län,Härjedalen,Lillhärdal
Jämtlands län,Härjedalen,Norr-Hede
Jämtlands län,Härjedalen,Sveg
Jämtlands län,Härjedalen,Ulvkälla
Jämtlands län,Härjedalen,Vemdalen
Jämtlands län,Härjedalen,Ytterhogdal
Jämtlands län,Östersund,Fåker
Jämtlands län,Östersund,Hara
Jämtlands län,Östersund,Häggenås
Jämtlands län,Östersund,Lit
Jämtlands län,Östersund,Lunne
Jämtlands län,Östersund,Marieby
Jämtlands län,Östersund,Orrviken
Jämtlands län,Östersund,Tandsbyn
Jämtlands län,Östersund,Ängsmon
Jämtlands län,Östersund,Östersund
Västerbottens län,Nordmaling,Lögdeå
Västerbottens län,Nordmaling,Nordmaling
Västerbottens län,Nordmaling,Rundvik
Västerbottens län,Bjurholm,Bjurholm
Västerbottens län,Vindeln,Hällnäs
Västerbottens län,Vindeln,Tvärålund
Västerbottens län,Vindeln,Vindeln
Västerbottens län,Robertsfors,Bygdeå
Västerbottens län,Robertsfors,Robertsfors
Västerbottens län,Robertsfors,Ånäset
Västerbottens län,Norsjö,Bastuträsk
Västerbottens län,Norsjö,Norsjö
Västerbottens län,Malå,Malå
Västerbottens län,Storuman,Hemavan/Bierke
Västerbottens län,Storuman,Stensele
Västerbottens län,Storuman,Storuman
Västerbottens län,Storuman,Tärnaby
Västerbottens län,Sorsele,Sorsele
Västerbottens län,Dorotea,Dorotea
Västerbottens län,Vännäs,Vännäs
Västerbottens län,Vännäs,Vännäsby
Västerbottens län,Vilhelmina,Vilhelmina
Västerbottens län,Åsele,Åsele
Västerbottens län,Umeå,Botsmark
Västerbottens län,Umeå,Brännland
Västerbottens län,Umeå,Bullmark
Västerbottens län,Umeå,Ersmark
Västerbottens län,Umeå,Flurkmark
Västerbottens län,Umeå,Hissjön
Västerbottens län,Umeå,Holmsund
Västerbottens län,Umeå,Hörnefors
Västerbottens län,Umeå,Innertavle
Västerbottens län,Umeå,Norrmjöle
Västerbottens län,Umeå,Obbola
Västerbottens län,Umeå,Röbäck
Västerbottens län,Umeå,Stöcke
Västerbottens län,Umeå,Stöcksjö
Västerbottens län,Umeå,Sävar
Västerbottens län,Umeå,Sörfors
Västerbottens län,Umeå,Sörmjöle
Västerbottens län,Umeå,Tavelsjö
Västerbottens län,Umeå,Tomtebo
Västerbottens län,Umeå,Täfteå
Västerbottens län,Umeå,Umeå
Västerbottens län,Umeå,Yttersjö
Västerbottens län,Umeå,Överboda
Västerbottens län,Lycksele,Hedlunda
Västerbottens län,Lycksele,Lycksele
Västerbottens län,Lycksele,Rusksele
Västerbottens län,Skellefteå,Boliden
Västerbottens län,Skellefteå,Bureå
Västerbottens län,Skellefteå,Burträsk
Västerbottens län,Skellefteå,Bygdsiljum
Västerbottens län,Skellefteå,Byske
Västerbottens län,Skellefteå,Drängsmark
Västerbottens län,Skellefteå,Ersmark
Västerbottens län,Skellefteå,Frostkåge
Västerbottens län,Skellefteå,Jörn
Västerbottens län,Skellefteå,Klutmark
Västerbottens län,Skellefteå,Kusmark
Västerbottens län,Skellefteå,Kåge
Västerbottens län,Skellefteå,Lövånger
Västerbottens län,Skellefteå,Medle
Västerbottens län,Skellefteå,Myckle
Västerbottens län,Skellefteå,Ostvik
Västerbottens län,Skellefteå,Skelleftehamn
Västerbottens län,Skellefteå,Skellefteå
Västerbottens län,Skellefteå,Ursviken
Västerbottens län,Skellefteå,Örviken
Norrbottens län,Arvidsjaur,Arvidsjaur
Norrbottens län,Arvidsjaur,Glommersträsk
Norrbottens län,Arjeplog,Arjeplog
Norrbottens län,Jokkmokk,Jokkmokk
Norrbottens län,Jokkmokk,Porjus
Norrbottens län,Jokkmokk,Vuollerim
Norrbottens län,Överkalix,Svartbyn
Norrbottens län,Överkalix,Tallvik
Norrbottens län,Överkalix,Överkalix
Norrbottens län,Kalix,Bredviken
Norrbottens län,Kalix,Båtskärsnäs
Norrbottens län,Kalix,Gammelgården
Norrbottens län,Kalix,Kalix
Norrbottens län,Kalix,Nyborg
Norrbottens län,Kalix,Påläng
Norrbottens län,Kalix,Risögrund
Norrbottens län,Kalix,Sangis
Norrbottens län,Kalix,Töre
Norrbottens län,Övertorneå,Hedenäset
Norrbottens län,Övertorneå,Juoksengi
Norrbottens län,Övertorneå,Övertorneå
Norrbottens län,Pajala,Junosuando
Norrbottens län,Pajala,Kangos
Norrbottens län,Pajala,Korpilombolo
Norrbottens län,Pajala,Pajala
Norrbottens län,Gällivare,Gällivare
Norrbottens län,Gällivare,Hakkas
Norrbottens län,Gällivare,Koskullskulle
Norrbottens län,Gällivare,Malmberget västra
Norrbottens län,Gällivare,Malmberget östra
Norrbottens län,Gällivare,Tjautjas/Cavccas
Norrbottens län,Älvsbyn,Korsträsk
Norrbottens län,Älvsbyn,Vidsel
Norrbottens län,Älvsbyn,Vistträsk
Norrbottens län,Älvsbyn,Älvsbyn
Norrbottens län,Luleå,Antnäs
Norrbottens län,Luleå,Avan
Norrbottens län,Luleå,Bensbyn
Norrbottens län,Luleå,Bergnäset
Norrbottens län,Luleå,Brändön
Norrbottens län,Luleå,Bälinge
Norrbottens län,Luleå,Ersnäs
Norrbottens län,Luleå,Gammelstaden
Norrbottens län,Luleå,Jämtön
Norrbottens län,Luleå,Kallax
Norrbottens län,Luleå,Karlsvik
Norrbottens län,Luleå,Klöverträsk
Norrbottens län,Luleå,Luleå
Norrbottens län,Luleå,Måttsund
Norrbottens län,Luleå,Persön
Norrbottens län,Luleå,Rutvik
Norrbottens län,Luleå,Råneå
Norrbottens län,Luleå,Sundom
Norrbottens län,Luleå,Södra Sunderbyn
Norrbottens län,Luleå,Ängesbyn
Norrbottens län,Piteå,Bergsviken
Norrbottens län,Piteå,Blåsmark
Norrbottens län,Piteå,Böle
Norrbottens län,Piteå,Hemmingsmark
Norrbottens län,Piteå,Hortlax
Norrbottens län,Piteå,Jävre
Norrbottens län,Piteå,Lillpite
Norrbottens län,Piteå,Norrfjärden
Norrbottens län,Piteå,Piteå
Norrbottens län,Piteå,Roknäs
Norrbottens län,Piteå,Rosvik
Norrbottens län,Piteå,Sjulsmark
Norrbottens län,Piteå,Svartudden
Norrbottens län,Piteå,Svensbyn
Norrbottens län,Boden,Boden
Norrbottens län,Boden,Harads
Norrbottens län,Boden,Sävast
Norrbottens län,Boden,Unbyn
Norrbottens län,Boden,Vittjärv
Norrbottens län,Haparanda,Haparanda
Norrbottens län,Haparanda,Nikkala
Norrbottens län,Haparanda,Seskarö
Norrbottens län,Kiruna,Jukkasjärvi
Norrbottens län,Kiruna,Karesuando
Norrbottens län,Kiruna,Kiruna
Norrbottens län,Kiruna,Kuttainen
Norrbottens län,Kiruna,Svappavaara
Norrbottens län,Kiruna,Tuolluvaara / Duollovárri
Norrbottens län,Kiruna,Vittangi
